GENE PRODUCT DB	GENE PRODUCT ID	GO TERM	GO NAME	GO ASPECT
UniProtKB	Q9FHU1	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9FHW7	GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9FHW7	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9FHY0	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9FI61	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9FI63	GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9FI71	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9FI95	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9FIB6	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9FIG0	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9FJ47	GO:0051603	proteolysis involved in cellular protein catabolic process	P
UniProtKB	Q9FJH4	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9FK29	GO:0030433	ubiquitin-dependent ERAD pathway	P
UniProtKB	Q9FKT3	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9FKT3	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9FLR7	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9FMH8	GO:0051603	proteolysis involved in cellular protein catabolic process	P
UniProtKB	Q9FMM0	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9FN42	GO:0006515	protein quality control for misfolded or incompletely synthesized proteins	P
UniProtKB	Q9FN58	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9FVT1	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9FWA5	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9FWT2	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9FYH7	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9FZ49	GO:0030433	ubiquitin-dependent ERAD pathway	P
UniProtKB	Q9FZK1	GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9LDE3	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9LDE3	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9LF41	GO:0030433	ubiquitin-dependent ERAD pathway	P
UniProtKB	Q9LF41	GO:0006511	ubiquitin-dependent protein catabolic process	P
