GENE PRODUCT DB	GENE PRODUCT ID	GO TERM	GO NAME	GO ASPECT
UniProtKB	Q9LNK1	GO:0042546	cell wall biogenesis	P
UniProtKB	Q9LNW1	GO:0042546	cell wall biogenesis	P
UniProtKB	Q9LPI7	GO:0009834	plant-type secondary cell wall biogenesis	P
UniProtKB	Q9LQ32	GO:0045492	xylan biosynthetic process	P
UniProtKB	Q9LQ32	GO:0009834	plant-type secondary cell wall biogenesis	P
UniProtKB	Q9LQ32	GO:0045491	xylan metabolic process	P
UniProtKB	Q9LRS2	GO:0010411	xyloglucan metabolic process	P
UniProtKB	Q9LSB1	GO:0045492	xylan biosynthetic process	P
UniProtKB	Q9LSB1	GO:0010417	glucuronoxylan biosynthetic process	P
UniProtKB	Q9LSB1	GO:0009834	plant-type secondary cell wall biogenesis	P
UniProtKB	Q9LSB1	GO:0045492	xylan biosynthetic process	P
UniProtKB	Q9LSB1	GO:0045492	xylan biosynthetic process	P
UniProtKB	Q9LSG3	GO:0010289	homogalacturonan biosynthetic process	P
UniProtKB	Q9LSI1	GO:0009831	plant-type cell wall modification involved in multidimensional cell growth	P
UniProtKB	Q9LT31	GO:0042546	cell wall biogenesis	P
UniProtKB	Q9LTZ9	GO:0042546	cell wall biogenesis	P
UniProtKB	Q9LU40	GO:0010412	mannan metabolic process	P
UniProtKB	Q9LU40	GO:0052325	cell wall pectin biosynthetic process	P
UniProtKB	Q9LUE6	GO:0009832	plant-type cell wall biogenesis	P
UniProtKB	Q9LV16	GO:0010405	arabinogalactan protein metabolic process	P
UniProtKB	Q9LVA1	GO:0045491	xylan metabolic process	P
UniProtKB	Q9LVA3	GO:0009827	plant-type cell wall modification	P
UniProtKB	Q9LVD6	GO:0052544	defense response by callose deposition in cell wall	P
UniProtKB	Q9LXA8	GO:0045493	xylan catabolic process	P
